"","SITE","DATE","TIME","AMPM","SPECIES","COUNT","ANTLERED","YOUNG","DATE_TIME"
"339","PM6",2016-09-20,"11:13","PM","deer",1,0,0,2016-09-20 23:13:00
"340","PM6",2016-09-21,"4:20","AM","deer",2,0,0,2016-09-21 04:20:00
"341","PM6",2016-09-21,"3:26","PM","deer",2,0,0,2016-09-21 15:26:00
"342","PM6",2016-09-21,"3:38","PM","deer",1,0,0,2016-09-21 15:38:00
"343","PM6",2016-09-26,"7:13","AM","deer",1,0,0,2016-09-26 07:13:00
"344","PM6",2016-09-26,"12:42","PM","deer",1,0,0,2016-09-26 12:42:00
"345","PM6",2016-09-26,"12:43","PM","deer",1,0,0,2016-09-26 12:43:00
"346","PM6",2016-09-27,"7:54","AM","deer",1,0,0,2016-09-27 07:54:00
"347","PM6",2016-09-28,"9:43","AM","deer",1,0,0,2016-09-28 09:43:00
"348","PM6",2016-09-28,"9:44","AM","deer",1,0,0,2016-09-28 09:44:00
"349","PM6",2016-09-28,"7:04","PM","deer",1,0,0,2016-09-28 19:04:00
"350","PM6",2016-09-28,"7:05","PM","deer",4,0,0,2016-09-28 19:05:00
"351","PM6",2016-09-30,"7:22","PM","deer",1,0,0,2016-09-30 19:22:00
"352","PM3",2016-06-15,"7:15","PM","deer",2,0,1,2016-06-15 19:15:00
"353","PM3",2016-06-20,"4:35","AM","deer",1,0,0,2016-06-20 04:35:00
"354","PM3",2016-06-21,"6:33","PM","deer",1,0,0,2016-06-21 18:33:00
"355","PM3",2016-07-05,"5:22","AM","deer",1,0,0,2016-07-05 05:22:00
"356","PM3",2016-07-06,"9:40","PM","deer",1,0,0,2016-07-06 21:40:00
"357","PM3",2016-07-07,"8:32","PM","deer",1,1,0,2016-07-07 20:32:00
"358","PM3",2016-07-07,"10:41","PM","deer",1,0,0,2016-07-07 22:41:00
"359","PM3",2016-07-08,"12:05","AM","deer",1,0,0,2016-07-08 00:05:00
"360","PM3",2016-07-08,"6:05","AM","deer",1,0,0,2016-07-08 06:05:00
"361","PM3",2016-07-08,"6:06","AM","deer",1,1,0,2016-07-08 06:06:00
"362","PM3",2016-07-08,"11:26","PM","deer",1,0,0,2016-07-08 23:26:00
"363","PM3",2016-07-09,"9:01","AM","deer",2,0,0,2016-07-09 09:01:00
"364","PM3",2016-07-09,"8:55","AM","deer",1,0,0,2016-07-09 08:55:00
"365","PM3",2016-07-09,"11:23","PM","deer",1,0,0,2016-07-09 23:23:00
"366","PM3",2016-07-11,"4:55","AM","deer",1,0,0,2016-07-11 04:55:00
"367","PM3",2016-07-11,"5:03","AM","deer",1,1,0,2016-07-11 05:03:00
"368","PM3",2016-07-11,"5:04","AM","deer",1,1,0,2016-07-11 05:04:00
"369","PM3",2016-07-11,"8:47","AM","deer",1,0,0,2016-07-11 08:47:00
"370","PM3",2016-07-12,"12:02","AM","deer",1,0,0,2016-07-12 00:02:00
"371","PM3",2016-07-12,"5:19","AM","deer",1,1,0,2016-07-12 05:19:00
"372","PM3",2016-07-13,"8:37","PM","deer",1,0,0,2016-07-13 20:37:00
"373","PM3",2016-07-13,"8:38","PM","deer",1,0,0,2016-07-13 20:38:00
"374","PM3",2016-07-14,"11:23","PM","deer",1,0,0,2016-07-14 23:23:00
"375","PM3",2016-07-15,"7:41","PM","deer",1,0,0,2016-07-15 19:41:00
"376","PM3",2016-07-16,"3:49","AM","deer",1,0,0,2016-07-16 03:49:00
"377","PM3",2016-07-16,"8:19","AM","deer",1,0,0,2016-07-16 08:19:00
"378","PM3",2016-07-16,"8:19","AM","deer",1,0,0,2016-07-16 08:19:00
"379","PM3",2016-07-16,"8:20","AM","deer",2,0,0,2016-07-16 08:20:00
"380","PM3",2016-07-17,"5:42","AM","deer",1,0,0,2016-07-17 05:42:00
"381","PM3",2016-07-17,"5:43","AM","deer",1,0,0,2016-07-17 05:43:00
"382","PM3",2016-07-18,"7:58","PM","deer",1,0,0,2016-07-18 19:58:00
"383","PM3",2016-07-18,"8:00","PM","deer",1,0,0,2016-07-18 20:00:00
"384","PM3",2016-07-18,"8:49","PM","deer",1,0,0,2016-07-18 20:49:00
"385","PM3",2016-07-19,"4:10","AM","deer",1,0,0,2016-07-19 04:10:00
"386","PM3",2016-07-19,"4:25","AM","deer",1,0,0,2016-07-19 04:25:00
"387","PM3",2016-07-19,"5:33","AM","deer",1,0,0,2016-07-19 05:33:00
"388","PM3",2016-07-19,"9:26","AM","deer",1,0,0,2016-07-19 09:26:00
"389","PM3",2016-07-19,"7:53","PM","deer",1,0,0,2016-07-19 19:53:00
"390","PM3",2016-07-20,"5:58","PM","deer",1,0,0,2016-07-20 17:58:00
"391","PM3",2016-07-20,"5:59","PM","deer",1,0,0,2016-07-20 17:59:00
"392","PM3",2016-07-23,"2:44","AM","deer",1,0,0,2016-07-23 02:44:00
"393","PM3",2016-07-24,"4:31","AM","deer",1,0,0,2016-07-24 04:31:00
"394","PM3",2016-07-25,"12:24","AM","deer",1,0,0,2016-07-25 00:24:00
"395","PM3",2016-07-27,"11:15","PM","deer",1,0,0,2016-07-27 23:15:00
"396","PM3",2016-08-13,"1:46","AM","deer",1,0,0,2016-08-13 01:46:00
"397","PM3",2016-08-14,"6:46","AM","deer",1,0,0,2016-08-14 06:46:00
"398","PM3",2016-08-19,"11:50","PM","deer",1,0,0,2016-08-19 23:50:00
"399","PM3",2016-08-20,"6:56","PM","deer",1,0,0,2016-08-20 18:56:00
"400","PM3",2016-08-21,"3:22","AM","deer",1,0,0,2016-08-21 03:22:00
"401","PM3",2016-08-22,"10:05","PM","deer",1,0,0,2016-08-22 22:05:00
"402","PM3",2016-08-23,"6:58","AM","deer",1,0,0,2016-08-23 06:58:00
"403","PM3",2016-08-23,"6:58","PM","deer",1,0,0,2016-08-23 18:58:00
"404","PM3",2016-08-23,"7:09","PM","deer",2,0,0,2016-08-23 19:09:00
"405","PM3",2016-08-23,"7:00","PM","deer",1,0,0,2016-08-23 19:00:00
"406","PM3",2016-08-25,"2:05","PM","deer",1,0,0,2016-08-25 14:05:00
"407","PM3",2016-08-26,"5:45","PM","deer",1,1,0,2016-08-26 17:45:00
"408","PM3",2016-08-26,"5:45","PM","deer",1,1,0,2016-08-26 17:45:00
"409","PM3",2016-08-26,"5:46","PM","deer",1,1,0,2016-08-26 17:46:00
"410","PM3",2016-08-30,"8:28","PM","deer",1,0,0,2016-08-30 20:28:00
"411","PM3",2016-09-08,"12:42","AM","deer",1,0,0,2016-09-08 00:42:00
"412","PM3",2016-09-08,"6:12","AM","deer",1,0,0,2016-09-08 06:12:00
"413","PM3",2016-09-11,"6:32","PM","deer",1,1,0,2016-09-11 18:32:00
"414","PM3",2016-09-13,"12:18","AM","deer",1,1,0,2016-09-13 00:18:00
"415","PM3",2016-09-17,"7:00","PM","deer",1,1,0,2016-09-17 19:00:00
"416","PM3",2016-09-19,"7:11","PM","deer",1,0,0,2016-09-19 19:11:00
"417","PM3",2016-09-21,"8:00","PM","deer",1,0,0,2016-09-21 20:00:00
"418","PM3",2016-09-21,"8:01","PM","deer",1,0,0,2016-09-21 20:01:00
"419","PM3",2016-09-22,"6:17","AM","deer",1,0,0,2016-09-22 06:17:00
"420","PM3",2016-09-24,"1:45","AM","deer",1,0,0,2016-09-24 01:45:00
"421","PM3",2016-09-24,"8:18","PM","deer",1,0,0,2016-09-24 20:18:00
"422","PM4",2016-06-13,"10:49","AM","deer",1,0,0,2016-06-13 10:49:00
"423","PM4",2016-07-06,"8:14","AM","deer",1,0,0,2016-07-06 08:14:00
"424","PM4",2016-06-13,"10:49","AM","deer",1,0,0,2016-06-13 10:49:00
"425","PM4",2016-06-13,"10:50","AM","deer",1,0,0,2016-06-13 10:50:00
"426","PM4",2016-06-22,"2:59","AM","deer",1,0,0,2016-06-22 02:59:00
"427","PM4",2016-06-15,"4:33","PM","deer",1,0,0,2016-06-15 16:33:00
"428","PM4",2016-06-13,"10:50","AM","deer",1,0,0,2016-06-13 10:50:00
"429","PM4",2016-06-15,"4:34","PM","deer",1,0,0,2016-06-15 16:34:00
"430","PM4",2016-06-17,"7:12","PM","deer",1,0,0,2016-06-17 19:12:00
"431","PM4",2016-06-17,"7:32","PM","deer",1,0,0,2016-06-17 19:32:00
"432","PM4",2016-06-18,"3:05","AM","deer",1,0,0,2016-06-18 03:05:00
"433","PM4",2016-06-19,"7:25","AM","deer",1,0,0,2016-06-19 07:25:00
"434","PM4",2016-06-19,"7:25","AM","deer",2,0,0,2016-06-19 07:25:00
"435","PM4",2016-06-19,"7:26","AM","deer",2,0,0,2016-06-19 07:26:00
"436","PM4",2016-08-24,"6:26","AM","deer",1,0,0,2016-08-24 06:26:00
"437","PM4",2016-08-24,"6:28","AM","deer",1,0,0,2016-08-24 06:28:00
"438","PM4",2016-08-27,"8:32","AM","deer",1,0,0,2016-08-27 08:32:00
"439","PM4",2016-08-27,"8:35","PM","deer",1,0,0,2016-08-27 20:35:00
"440","PM4",2016-08-29,"8:40","AM","deer",1,0,0,2016-08-29 08:40:00
"441","PM4",2016-09-02,"10:33","AM","deer",1,0,0,2016-09-02 10:33:00
"442","PM4",2016-09-02,"10:34","AM","deer",1,0,0,2016-09-02 10:34:00
"443","PM4",2016-09-05,"6:41","AM","deer",1,0,0,2016-09-05 06:41:00
"444","PM4",2016-09-05,"7:08","PM","deer",1,0,0,2016-09-05 19:08:00
"445","PM4",2016-09-06,"6:44","PM","deer",1,0,0,2016-09-06 18:44:00
"446","PM4",2016-09-07,"5:38","AM","deer",1,0,0,2016-09-07 05:38:00
"447","PM4",2016-09-10,"3:20","AM","deer",1,0,0,2016-09-10 03:20:00
"448","PM4",2016-09-12,"6:01","PM","deer",1,0,0,2016-09-12 18:01:00
"449","PM4",2016-09-14,"9:39","AM","deer",1,0,0,2016-09-14 09:39:00
"450","PM4",2016-09-14,"9:41","AM","deer",1,0,0,2016-09-14 09:41:00
"451","PM4",2016-09-16,"2:34","AM","deer",1,0,0,2016-09-16 02:34:00
"452","PM4",2016-09-16,"11:47","AM","deer",1,0,0,2016-09-16 11:47:00
"453","PM4",2016-09-18,"4:54","AM","deer",1,0,0,2016-09-18 04:54:00
"454","PM4",2016-09-18,"8:49","AM","deer",1,0,0,2016-09-18 08:49:00
"455","PM4",2016-09-20,"7:13","PM","deer",1,0,0,2016-09-20 19:13:00
"456","PM4",2016-08-11,"2:43","PM","deer",1,0,1,2016-08-11 14:43:00
"457","PM4",2016-08-09,"7:24","PM","deer",1,0,0,2016-08-09 19:24:00
"458","PM4",2016-08-10,"5:45","PM","deer",1,0,0,2016-08-10 17:45:00
"459","PM4",2016-08-11,"2:39","PM","deer",2,0,2,2016-08-11 14:39:00
"460","PM4",2016-08-03,"3:10","PM","deer",2,0,2,2016-08-03 15:10:00
"461","PM4",2016-08-03,"3:11","PM","deer",3,0,2,2016-08-03 15:11:00
"462","PM4",2016-08-03,"3:11","PM","deer",1,0,1,2016-08-03 15:11:00
"463","PM4",2016-08-04,"12:07","PM","deer",1,0,0,2016-08-04 12:07:00
"464","PM4",2016-08-08,"11:07","AM","deer",1,1,0,2016-08-08 11:07:00
"465","PM4",2016-08-08,"11:07","AM","deer",1,1,0,2016-08-08 11:07:00
"466","PM4",2016-08-08,"11:08","AM","deer",1,1,0,2016-08-08 11:08:00
"467","PM4",2016-07-09,"12:12","AM","deer",1,0,0,2016-07-09 00:12:00
"468","PM5",2016-06-23,"8:21","PM","deer",1,0,0,2016-06-23 20:21:00
"469","PM5",2016-07-14,"4:01","PM","deer",1,0,0,2016-07-14 16:01:00
"470","PM5",2016-07-20,"7:24","AM","deer",1,0,0,2016-07-20 07:24:00
"471","PM5",2016-07-14,"4:02","PM","deer",2,0,0,2016-07-14 16:02:00
"472","PM5",2016-07-14,"8:06","PM","deer",1,0,0,2016-07-14 20:06:00
"473","PM5",2016-07-15,"8:20","PM","deer",1,0,0,2016-07-15 20:20:00
"474","PM5",2016-07-17,"12:21","AM","deer",1,0,0,2016-07-17 00:21:00
"475","PM5",2016-07-17,"12:22","AM","deer",1,0,0,2016-07-17 00:22:00
"476","PM5",2016-07-20,"2:09","AM","deer",1,0,0,2016-07-20 02:09:00
"477","PM5",2016-08-04,"6:21","PM","deer",1,0,0,2016-08-04 18:21:00
"478","PM5",2016-08-06,"10:42","PM","deer",1,1,0,2016-08-06 22:42:00
"479","PM5",2016-08-06,"10:43","PM","deer",1,1,0,2016-08-06 22:43:00
"480","PM5",2016-08-06,"10:44","PM","deer",1,1,0,2016-08-06 22:44:00
"481","PM5",2016-08-07,"6:37","PM","deer",1,0,0,2016-08-07 18:37:00
"482","PM5",2016-08-07,"6:52","PM","deer",1,0,0,2016-08-07 18:52:00
"483","PM5",2016-08-26,"12:08","AM","deer",1,0,0,2016-08-26 00:08:00
"484","PM5",2016-08-27,"3:34","AM","deer",1,0,0,2016-08-27 03:34:00
"485","PM5",2016-08-27,"8:00","PM","deer",1,1,0,2016-08-27 20:00:00
"486","PM5",2016-08-28,"8:14","PM","deer",1,0,0,2016-08-28 20:14:00
"487","PM5",2016-08-28,"8:15","PM","deer",1,0,0,2016-08-28 20:15:00
"488","PM5",2016-08-29,"3:32","AM","deer",1,0,0,2016-08-29 03:32:00
"489","PM5",2016-08-29,"4:36","AM","deer",1,0,0,2016-08-29 04:36:00
"490","PM5",2016-08-31,"3:32","AM","deer",1,0,0,2016-08-31 03:32:00
"491","PM5",2016-09-01,"1:25","AM","deer",1,0,0,2016-09-01 01:25:00
"492","PM5",2016-09-01,"1:26","AM","deer",1,0,0,2016-09-01 01:26:00
"493","PM5",2016-09-01,"1:36","AM","deer",1,0,0,2016-09-01 01:36:00
"494","PM5",2016-09-02,"6:17","PM","deer",1,0,0,2016-09-02 18:17:00
"495","PM5",2016-09-02,"6:18","PM","deer",1,0,0,2016-09-02 18:18:00
"496","PM5",2016-09-02,"6:19","PM","deer",1,0,0,2016-09-02 18:19:00
"497","PM5",2016-09-02,"8:39","PM","deer",1,0,0,2016-09-02 20:39:00
"498","PM5",2016-09-03,"9:38","AM","deer",1,0,0,2016-09-03 09:38:00
"499","PM5",2016-09-04,"12:17","AM","deer",1,0,0,2016-09-04 00:17:00
"500","PM5",2016-09-04,"12:24","AM","deer",1,0,0,2016-09-04 00:24:00
"501","PM5",2016-09-04,"4:56","AM","deer",1,0,0,2016-09-04 04:56:00
"502","PM5",2016-09-04,"8:20","AM","deer",1,0,0,2016-09-04 08:20:00
"503","PM5",2016-09-05,"11:25","AM","deer",3,1,0,2016-09-05 11:25:00
"504","PM5",2016-09-06,"6:50","PM","deer",2,0,0,2016-09-06 18:50:00
"505","PM5",2016-09-06,"6:59","PM","deer",1,0,0,2016-09-06 18:59:00
"506","PM5",2016-09-06,"7:20","PM","deer",1,0,0,2016-09-06 19:20:00
"507","PM5",2016-09-06,"7:23","PM","deer",1,0,0,2016-09-06 19:23:00
"508","PM5",2016-09-09,"11:37","PM","deer",1,0,0,2016-09-09 23:37:00
"509","PM5",2016-09-10,"4:35","AM","deer",1,0,0,2016-09-10 04:35:00
"510","PM5",2016-09-10,"4:36","AM","deer",1,0,0,2016-09-10 04:36:00
"511","PM5",2016-09-10,"4:37","AM","deer",2,0,0,2016-09-10 04:37:00
"512","PM5",2016-09-10,"8:38","PM","deer",2,0,0,2016-09-10 20:38:00
"513","PM5",2016-09-11,"7:44","PM","deer",1,0,0,2016-09-11 19:44:00
"514","PM5",2016-09-12,"7:34","PM","deer",1,0,0,2016-09-12 19:34:00
"515","PM5",2016-09-13,"5:05","AM","deer",1,0,0,2016-09-13 05:05:00
"516","PM5",2016-09-14,"4:44","AM","deer",1,0,0,2016-09-14 04:44:00
"517","PM5",2016-09-16,"6:41","PM","deer",1,0,0,2016-09-16 18:41:00
"518","PM5",2016-09-16,"9:34","PM","deer",1,1,0,2016-09-16 21:34:00
"519","PM5",2016-09-19,"4:17","AM","deer",1,1,0,2016-09-19 04:17:00
"520","PM5",2016-09-21,"7:43","AM","deer",2,0,0,2016-09-21 07:43:00
"522","PM5",2016-08-14,"6:34","AM","deer",1,1,0,2016-08-14 06:34:00
"523","PM5",2016-08-14,"6:35","AM","deer",1,1,0,2016-08-14 06:35:00
"524","PM5",2016-08-17,"11:43","PM","deer",1,0,0,2016-08-17 23:43:00
"525","PM5",2016-08-18,"6:50","AM","deer",1,0,0,2016-08-18 06:50:00
"526","PM5",2016-08-21,"8:27","PM","deer",1,0,0,2016-08-21 20:27:00
"527","PM5",2016-08-22,"4:43","AM","deer",1,0,0,2016-08-22 04:43:00
"528","PM5",2016-08-22,"4:44","AM","deer",1,0,0,2016-08-22 04:44:00
"529","PM5",2016-08-22,"7:19","AM","deer",1,1,0,2016-08-22 07:19:00
"530","PM5",2016-08-22,"8:32","PM","deer",1,0,0,2016-08-22 20:32:00
"531","PM5",2016-08-22,"8:33","PM","deer",1,0,0,2016-08-22 20:33:00
"532","PM5",2016-08-24,"8:33","PM","deer",1,0,0,2016-08-24 20:33:00
"533","PM5",2016-08-24,"8:34","PM","deer",1,0,0,2016-08-24 20:34:00
"534","PM5",2016-08-25,"1:19","AM","deer",1,0,0,2016-08-25 01:19:00
"535","PM6",2016-06-10,"6:52","AM","deer",1,0,0,2016-06-10 06:52:00
"536","PM6",2016-06-14,"9:54","PM","deer",1,0,0,2016-06-14 21:54:00
"537","PM6",2016-06-14,"10:00","PM","deer",2,0,1,2016-06-14 22:00:00
"538","PM6",2016-06-15,"11:04","PM","deer",1,0,0,2016-06-15 23:04:00
"539","PM6",2016-06-15,"11:05","PM","deer",1,0,0,2016-06-15 23:05:00
"540","PM6",2016-06-16,"6:35","AM","deer",1,0,0,2016-06-16 06:35:00
"541","PM6",2016-06-16,"9:17","PM","deer",1,0,0,2016-06-16 21:17:00
"542","PM6",2016-06-17,"12:29","AM","deer",1,0,0,2016-06-17 00:29:00
"543","PM6",2016-06-17,"10:36","PM","deer",1,0,0,2016-06-17 22:36:00
"544","PM6",2016-06-17,"10:38","PM","deer",1,0,0,2016-06-17 22:38:00
"545","PM6",2016-06-19,"10:22","PM","deer",1,0,0,2016-06-19 22:22:00
"546","PM6",2016-06-19,"10:38","PM","deer",1,0,0,2016-06-19 22:38:00
"547","PM6",2016-06-21,"4:19","PM","deer",1,0,0,2016-06-21 16:19:00
"548","PM6",2016-06-22,"12:36","AM","deer",1,0,0,2016-06-22 00:36:00
"549","PM6",2016-06-24,"7:21","PM","deer",1,0,0,2016-06-24 19:21:00
"550","PM6",2016-06-26,"4:16","AM","deer",1,0,0,2016-06-26 04:16:00
"551","PM6",2016-06-26,"6:14","AM","deer",1,0,0,2016-06-26 06:14:00
"552","PM6",2016-06-26,"7:37","PM","deer",1,0,0,2016-06-26 19:37:00
"553","PM6",2016-06-27,"8:38","PM","deer",1,0,0,2016-06-27 20:38:00
"554","PM6",2016-06-28,"10:06","AM","deer",1,0,0,2016-06-28 10:06:00
"555","PM6",2016-06-28,"5:53","PM","deer",1,0,0,2016-06-28 17:53:00
"556","PM6",2016-06-29,"8:24","AM","deer",1,0,0,2016-06-29 08:24:00
"557","PM6",2016-07-01,"8:32","AM","deer",1,0,0,2016-07-01 08:32:00
"558","PM6",2016-07-01,"8:34","AM","deer",1,0,0,2016-07-01 08:34:00
"559","PM6",2016-07-04,"8:20","PM","deer",1,0,0,2016-07-04 20:20:00
"560","PM6",2016-08-01,"7:53","PM","deer",1,0,0,2016-08-01 19:53:00
"561","PM6",2016-08-12,"6:37","AM","deer",1,0,0,2016-08-12 06:37:00
"562","PM6",2016-08-14,"1:58","AM","deer",1,0,0,2016-08-14 01:58:00
"563","PM6",2016-08-17,"6:42","AM","deer",1,0,0,2016-08-17 06:42:00
"564","PM6",2016-08-17,"9:34","PM","deer",1,0,0,2016-08-17 21:34:00
"565","PM6",2016-08-18,"1:51","PM","deer",1,0,0,2016-08-18 13:51:00
"566","PM6",2016-08-18,"1:52","PM","deer",1,0,0,2016-08-18 13:52:00
"567","PM6",2016-08-19,"2:29","PM","deer",1,0,0,2016-08-19 14:29:00
"568","PM6",2016-08-20,"9:05","PM","deer",1,0,0,2016-08-20 21:05:00
"569","PM6",2016-08-21,"12:42","AM","deer",1,0,0,2016-08-21 00:42:00
"570","PM6",2016-08-21,"12:45","AM","deer",1,0,0,2016-08-21 00:45:00
"571","PM6",2016-08-22,"3:48","AM","deer",1,0,0,2016-08-22 03:48:00
"572","PM6",2016-08-22,"11:03","PM","deer",1,0,0,2016-08-22 23:03:00
"573","PM6",2016-08-22,"11:05","PM","deer",1,0,0,2016-08-22 23:05:00
"574","PM6",2016-08-23,"12:52","AM","deer",1,0,0,2016-08-23 00:52:00
"575","PM6",2016-08-23,"12:54","AM","deer",1,0,0,2016-08-23 00:54:00
"576","PM6",2016-08-23,"11:13","PM","deer",1,0,0,2016-08-23 23:13:00
"577","PM6",2016-08-24,"10:47","PM","deer",1,0,0,2016-08-24 22:47:00
"578","PM6",2016-08-28,"7:13","PM","deer",1,0,0,2016-08-28 19:13:00
"579","PM6",2016-08-29,"10:05","PM","deer",1,0,0,2016-08-29 22:05:00
"580","PM6",2016-08-30,"7:37","AM","deer",1,0,0,2016-08-30 07:37:00
"581","PM6",2016-08-30,"7:38","AM","deer",1,0,0,2016-08-30 07:38:00
"582","PM6",2016-08-30,"8:11","AM","deer",1,0,0,2016-08-30 08:11:00
"583","PM6",2016-08-30,"8:12","AM","deer",1,0,0,2016-08-30 08:12:00
"584","PM6",2016-08-30,"8:11","PM","deer",1,0,0,2016-08-30 20:11:00
"585","PM6",2016-09-01,"8:22","AM","deer",1,0,0,2016-09-01 08:22:00
"586","PM6",2016-09-02,"2:59","AM","deer",1,0,0,2016-09-02 02:59:00
"587","PM6",2016-09-02,"8:29","AM","deer",1,0,0,2016-09-02 08:29:00
"588","PM6",2016-09-03,"5:21","AM","deer",1,0,0,2016-09-03 05:21:00
"589","PM6",2016-09-05,"6:50","PM","deer",1,0,0,2016-09-05 18:50:00
"590","PM6",2016-09-08,"1:24","AM","deer",1,0,0,2016-09-08 01:24:00
"591","PM6",2016-09-08,"1:28","AM","deer",1,0,0,2016-09-08 01:28:00
"592","PM6",2016-09-09,"9:46","PM","deer",1,0,0,2016-09-09 21:46:00
"593","PM6",2016-09-10,"2:18","AM","deer",1,0,0,2016-09-10 02:18:00
"594","PM6",2016-09-11,"5:28","AM","deer",1,0,0,2016-09-11 05:28:00
"595","PM6",2016-09-11,"5:56","AM","deer",1,0,0,2016-09-11 05:56:00
"596","PM6",2016-09-11,"8:09","PM","deer",1,0,0,2016-09-11 20:09:00
"597","PM6",2016-09-11,"8:53","PM","deer",1,0,0,2016-09-11 20:53:00
"598","PM6",2016-09-11,"10:29","PM","deer",1,0,0,2016-09-11 22:29:00
"599","PM6",2016-09-11,"10:31","PM","deer",2,0,0,2016-09-11 22:31:00
"600","PM6",2016-09-11,"10:32","PM","deer",1,0,0,2016-09-11 22:32:00
"601","PM6",2016-09-11,"10:39","PM","deer",1,0,0,2016-09-11 22:39:00
"602","PM6",2016-09-12,"9:50","AM","deer",1,0,0,2016-09-12 09:50:00
"603","PM6",2016-09-12,"9:51","AM","deer",1,0,0,2016-09-12 09:51:00
"604","PM6",2016-07-16,"3:18","AM","deer",1,0,0,2016-07-16 03:18:00
"605","PM6",2016-07-16,"8:32","PM","deer",1,0,0,2016-07-16 20:32:00
"606","PM6",2016-07-20,"2:12","AM","deer",1,0,0,2016-07-20 02:12:00
"607","PM6",2016-07-22,"11:49","PM","deer",1,0,0,2016-07-22 23:49:00
"608","PM6",2016-07-25,"10:08","PM","deer",1,0,0,2016-07-25 22:08:00
"609","PM6",2016-07-26,"7:51","AM","deer",1,0,0,2016-07-26 07:51:00
"610","PM6",2016-07-26,"7:51","AM","deer",1,0,0,2016-07-26 07:51:00
"611","PM6",2016-07-26,"9:31","AM","deer",1,0,0,2016-07-26 09:31:00
"612","PM6",2016-07-26,"4:51","PM","deer",1,0,0,2016-07-26 16:51:00
"613","PM6",2016-08-01,"8:17","PM","deer",2,0,1,2016-08-01 20:17:00
"614","PM6",2016-08-01,"9:21","PM","deer",1,0,0,2016-08-01 21:21:00
"615","PM6",2016-08-02,"6:44","AM","deer",1,0,0,2016-08-02 06:44:00
"616","PM6",2016-08-03,"7:36","AM","deer",2,0,0,2016-08-03 07:36:00
"617","PM6",2016-08-05,"8:12","AM","deer",1,0,0,2016-08-05 08:12:00
"618","PM6",2016-08-07,"4:22","AM","deer",1,0,0,2016-08-07 04:22:00
"619","PM6",2016-08-07,"7:55","PM","deer",1,0,0,2016-08-07 19:55:00
"620","PM6",2016-08-08,"4:28","PM","deer",2,0,0,2016-08-08 16:28:00
"621","PM6",2016-08-08,"7:52","PM","deer",1,0,0,2016-08-08 19:52:00
"622","PM7",2016-06-08,"6:22","PM","deer",2,0,0,2016-06-08 18:22:00
"623","PM7",2016-06-08,"6:23","PM","deer",2,0,0,2016-06-08 18:23:00
"624","PM7",2016-06-09,"9:57","AM","deer",1,0,0,2016-06-09 09:57:00
"625","PM7",2016-06-09,"9:58","AM","deer",1,0,0,2016-06-09 09:58:00
"626","PM7",2016-06-09,"9:58","AM","deer",1,0,0,2016-06-09 09:58:00
"627","PM7",2016-06-09,"1:56","PM","deer",1,0,0,2016-06-09 13:56:00
"628","PM7",2016-06-09,"1:56","PM","deer",1,0,0,2016-06-09 13:56:00
"629","PM7",2016-06-09,"1:57","PM","deer",1,0,0,2016-06-09 13:57:00
"630","PM7",2016-06-09,"2:39","PM","deer",1,0,0,2016-06-09 14:39:00
"631","PM7",2016-06-10,"5:21","AM","deer",1,0,0,2016-06-10 05:21:00
"632","PM7",2016-06-11,"5:54","PM","deer",2,0,1,2016-06-11 17:54:00
"633","PM7",2016-06-11,"5:57","PM","deer",2,0,1,2016-06-11 17:57:00
"634","PM7",2016-06-12,"6:03","AM","deer",1,0,0,2016-06-12 06:03:00
"635","PM7",2016-06-13,"4:04","AM","deer",1,0,0,2016-06-13 04:04:00
"636","PM7",2016-06-13,"4:05","AM","deer",1,0,0,2016-06-13 04:05:00
"637","PM7",2016-06-13,"5:04","PM","deer",1,0,0,2016-06-13 17:04:00
"638","PM7",2016-06-13,"5:06","PM","deer",1,1,0,2016-06-13 17:06:00
"639","PM7",2016-06-14,"7:27","PM","deer",1,0,0,2016-06-14 19:27:00
"640","PM7",2016-06-15,"10:21","AM","deer",1,0,0,2016-06-15 10:21:00
"641","PM7",2016-06-15,"10:22","AM","deer",1,0,0,2016-06-15 10:22:00
"642","PM7",2016-06-15,"10:22","AM","deer",1,0,0,2016-06-15 10:22:00
"643","PM7",2016-06-15,"10:23","AM","deer",1,0,0,2016-06-15 10:23:00
"644","PM7",2016-06-17,"10:40","AM","deer",1,0,0,2016-06-17 10:40:00
"645","PM7",2016-06-17,"1:40","PM","deer",1,0,0,2016-06-17 13:40:00
"646","PM7",2016-06-17,"1:41","PM","deer",1,0,0,2016-06-17 13:41:00
"647","PM7",2016-06-17,"3:19","PM","deer",1,0,0,2016-06-17 15:19:00
"648","PM7",2016-06-17,"4:15","PM","deer",1,0,0,2016-06-17 16:15:00
"649","PM7",2016-06-18,"5:36","AM","deer",1,0,0,2016-06-18 05:36:00
"650","PM7",2016-06-18,"6:14","AM","deer",1,0,0,2016-06-18 06:14:00
"651","PM7",2016-06-18,"11:11","AM","deer",1,0,0,2016-06-18 11:11:00
"652","PM7",2016-06-18,"11:15","AM","deer",1,0,0,2016-06-18 11:15:00
"653","PM7",2016-06-18,"3:32","PM","deer",1,0,0,2016-06-18 15:32:00
"654","PM7",2016-06-20,"11:35","AM","deer",1,0,0,2016-06-20 11:35:00
"655","PM7",2016-06-20,"11:48","AM","deer",1,0,0,2016-06-20 11:48:00
"656","PM7",2016-06-20,"11:49","AM","deer",1,0,0,2016-06-20 11:49:00
